id_cp_interaction,interacting_pair,partner_a,partner_b,gene_a,gene_aName,gene_b,gene_bName,secreted,receptor_a,receptor_b,annotation_strategy,is_integrin,rank,interacting_cell,value,id,PreNonEffectiveScore,PostNonEffectiveScore,NonEffectiveRatio,NonEffectiveFoldChange,PreEffectiveScore,PostEffectiveScore,EffectiveRatio,EffectiveFoldChange,EffectiveVsNonEffectiveRatio,FoldChange(EffectiveCombineNonEffective),FoldChange,LigandCellset,ReceptorCellset
CPI-SS0302E8E8F,CD74_COPA,simple:P04233,simple:P53621,ENSG00000019582,CD74,ENSG00000122218,COPA,TRUE,TRUE,FALSE,"IMEx,IntAct",FALSE,0.222,B_cells.Melanocytes,72.563,CD74_COPA-B_cells.Melanocytes,72.563,95.805,1.32030098,0.5-2,89.869,72.355,0.805116336,0.5-2,0.609797575,0.5-2,0.5-2,B_cells,Melanocytes
CPI-SS0ABC5C1B8,CD74_MIF,simple:P04233,simple:P14174,ENSG00000019582,CD74,ENSG00000240972,MIF,TRUE,TRUE,FALSE,"I2D,InnateDB-All",FALSE,0.225,B_cells.Melanocytes,77.433,CD74_MIF-B_cells.Melanocytes,77.433,100.806,1.301848049,0.5-2,98.57,76.267,0.773734402,0.5-2,0.594335416,0.5-2,0.5-2,B_cells,Melanocytes
CPI-SC0EAF80261,SEMA7A_a1b1 complex,simple:O75326,complex:a1b1 complex,ENSG00000138623,SEMA7A,,#N/A,FALSE,FALSE,FALSE,curated,TRUE,0.037,B_cells.Myofibroblasts,1.621,SEMA7A_a1b1 complex-B_cells.Myofibroblasts,1.621,2.031,1.25293029,0.5-2,1.45,1.568,1.08137931,0.5-2,0.863080188,0.5-2,0.5-2,B_cells,Myofibroblasts
CPI-SS04F3A1E5C,COPA_SORT1,simple:P53621,simple:Q99523,ENSG00000122218,COPA,ENSG00000134243,SORT1,TRUE,FALSE,TRUE,"IMEx,InnateDB-All,IntAct,MatrixDB",FALSE,0.096,B_cells.Myofibroblasts,0.543,COPA_SORT1-B_cells.Myofibroblasts,0.543,0.651,1.198895028,0.5-2,,,,,0.834101382,0.5-2,0.5-2,B_cells,Myofibroblasts
CPI-SS09808DEAE,CD74_APP,simple:P04233,simple:P05067,ENSG00000019582,CD74,ENSG00000142192,APP,FALSE,TRUE,FALSE,curated,FALSE,0.13,B_cells.Myofibroblasts,73.39,CD74_APP-B_cells.Myofibroblasts,73.39,96.769,1.318558387,0.5-2,90.984,72.724,0.799305372,0.5-2,0.606196419,0.5-2,0.5-2,B_cells,Myofibroblasts
CPI-SS0302E8E8F,CD74_COPA,simple:P04233,simple:P53621,ENSG00000019582,CD74,ENSG00000122218,COPA,TRUE,TRUE,FALSE,"IMEx,IntAct",FALSE,0.222,B_cells.Myofibroblasts,72.505,CD74_COPA-B_cells.Myofibroblasts,72.505,95.701,1.319922764,0.5-2,89.963,72.025,0.800606916,0.5-2,0.606555882,0.5-2,0.5-2,B_cells,Myofibroblasts
CPI-SS0ABC5C1B8,CD74_MIF,simple:P04233,simple:P14174,ENSG00000019582,CD74,ENSG00000240972,MIF,TRUE,TRUE,FALSE,"I2D,InnateDB-All",FALSE,0.225,B_cells.Myofibroblasts,76.023,CD74_MIF-B_cells.Myofibroblasts,76.023,99.775,1.312431764,0.5-2,92.78,75.621,0.815057124,0.5-2,0.621028191,0.5-2,0.5-2,B_cells,Myofibroblasts
CPI-SS03339363E,HLA-E_KLRK1,simple:P13747,simple:P26718,ENSG00000204592,HLA-E,ENSG00000213809,KLRK1,FALSE,FALSE,TRUE,curated,FALSE,0.028,B_cells.NK_cells,5.684,HLA-E_KLRK1-B_cells.NK_cells,5.684,7.456,1.311752287,0.5-2,,,,,0.762339056,0.5-2,0.5-2,B_cells,NK_cells
CPI-SS03EF699C7,HLA-E_KLRC1,simple:P13747,simple:P26715,ENSG00000204592,HLA-E,ENSG00000134545,KLRC1,FALSE,FALSE,TRUE,curated,FALSE,0.056,B_cells.NK_cells,8.905,HLA-E_KLRC1-B_cells.NK_cells,8.905,9.961,1.118585065,0.5-2,9.331,10.389,1.113385489,0.5-2,0.995351649,0.5-2,0.5-2,B_cells,NK_cells
CPI-SS0302E8E8F,CD74_COPA,simple:P04233,simple:P53621,ENSG00000019582,CD74,ENSG00000122218,COPA,TRUE,TRUE,FALSE,"IMEx,IntAct",FALSE,0.222,B_cells.NK_cells,72.64,CD74_COPA-B_cells.NK_cells,72.64,95.631,1.316506057,0.5-2,90.062,72.11,0.800670649,0.5-2,0.608178477,0.5-2,0.5-2,B_cells,NK_cells
CPI-SS061A7E099,CD55_ADGRE5,simple:P08174,simple:P48960,ENSG00000196352,CD55,ENSG00000123146,ADGRE5,TRUE,TRUE,TRUE,curated,FALSE,0.225,B_cells.NK_cells,3.041,CD55_ADGRE5-B_cells.NK_cells,3.041,4.55,1.496218349,0.5-2,7.256,3.078,0.424200662,>2 or <0.5,0.283515212,>2 or <0.5,>2 or <0.5,B_cells,NK_cells
CPI-SS0ABC5C1B8,CD74_MIF,simple:P04233,simple:P14174,ENSG00000019582,CD74,ENSG00000240972,MIF,TRUE,TRUE,FALSE,"I2D,InnateDB-All",FALSE,0.225,B_cells.NK_cells,75.511,CD74_MIF-B_cells.NK_cells,75.511,99.257,1.314470739,0.5-2,93.255,75.282,0.807270388,0.5-2,0.614141011,0.5-2,0.5-2,B_cells,NK_cells
CPI-SS055E061C9,LAMP1_FAM3C,simple:P11279,simple:Q92520,ENSG00000185896,LAMP1,ENSG00000196937,FAM3C,TRUE,TRUE,FALSE,InnateDB-All,FALSE,0.302,B_cells.NK_cells,0.927,LAMP1_FAM3C-B_cells.NK_cells,0.927,0.782,0.843581446,0.5-2,,,,,1.185421994,0.5-2,0.5-2,B_cells,NK_cells
CPI-SS0AA47D179,TNFRSF13B_CD70,simple:O14836,simple:P32970,ENSG00000240505,TNFRSF13B,ENSG00000125726,CD70,TRUE,TRUE,FALSE,InnateDB-All,FALSE,0.019,B_cells.Plasma_cells,1.339,TNFRSF13B_CD70-B_cells.Plasma_cells,1.339,1.595,1.191187453,0.5-2,0.649,1.833,2.824345146,>2 or <0.5,2.371033324,>2 or <0.5,>2 or <0.5,B_cells,Plasma_cells
CPI-SS0C412B7DE,CD70_TNFRSF17,simple:P32970,simple:Q02223,ENSG00000125726,CD70,ENSG00000048462,TNFRSF17,TRUE,FALSE,TRUE,InnateDB-All,FALSE,0.019,B_cells.Plasma_cells,1.215,CD70_TNFRSF17-B_cells.Plasma_cells,1.215,1.673,1.376954733,0.5-2,2.245,1.675,0.74610245,0.5-2,0.541849657,0.5-2,0.5-2,B_cells,Plasma_cells
CPI-SS0D4BF6CA3,CD27_CD70,simple:P26842,simple:P32970,ENSG00000139193,CD27,ENSG00000125726,CD70,TRUE,TRUE,FALSE,curated,FALSE,0.108,B_cells.Plasma_cells,0.9,CD27_CD70-B_cells.Plasma_cells,0.9,0.91,1.011111111,0.5-2,,,,,0.989010989,0.5-2,0.5-2,B_cells,Plasma_cells
CPI-SS0302E8E8F,CD74_COPA,simple:P04233,simple:P53621,ENSG00000019582,CD74,ENSG00000122218,COPA,TRUE,TRUE,FALSE,"IMEx,IntAct",FALSE,0.222,B_cells.Plasma_cells,72.266,CD74_COPA-B_cells.Plasma_cells,72.266,95.503,1.321548169,0.5-2,89.763,72.114,0.80338224,0.5-2,0.607909919,0.5-2,0.5-2,B_cells,Plasma_cells
CPI-SS0ABC5C1B8,CD74_MIF,simple:P04233,simple:P14174,ENSG00000019582,CD74,ENSG00000240972,MIF,TRUE,TRUE,FALSE,"I2D,InnateDB-All",FALSE,0.225,B_cells.Plasma_cells,75.489,CD74_MIF-B_cells.Plasma_cells,75.489,97.709,1.294347521,0.5-2,93.293,77.333,0.828926072,0.5-2,0.640420025,0.5-2,0.5-2,B_cells,Plasma_cells
CPI-SS0AA47D179,TNFRSF13B_CD70,simple:O14836,simple:P32970,ENSG00000240505,TNFRSF13B,ENSG00000125726,CD70,TRUE,TRUE,FALSE,InnateDB-All,FALSE,0.019,B_cells.Tcell_prolif,1.859,TNFRSF13B_CD70-B_cells.Tcell_prolif,1.859,1.565,0.841850457,0.5-2,1.071,1.346,1.256769374,0.5-2,1.492865346,0.5-2,0.5-2,B_cells,Tcell_prolif
CPI-SS0E9015902,CD47_SIRPG,simple:Q08722,simple:Q9P1W8,ENSG00000196776,CD47,ENSG00000089012,SIRPG,FALSE,TRUE,FALSE,curated,FALSE,0.025,B_cells.Tcell_prolif,1.138,CD47_SIRPG-B_cells.Tcell_prolif,1.138,1.082,0.950790861,0.5-2,,,,,1.051756008,0.5-2,0.5-2,B_cells,Tcell_prolif
CPI-SS083296041,CD40_CD40LG,simple:P25942,simple:P29965,ENSG00000101017,CD40,ENSG00000102245,CD40LG,TRUE,TRUE,FALSE,curated,FALSE,0.062,B_cells.Tcell_prolif,1.626,CD40_CD40LG-B_cells.Tcell_prolif,1.626,1.638,1.007380074,0.5-2,,,,,0.992673992,0.5-2,0.5-2,B_cells,Tcell_prolif
CPI-SS0D4BF6CA3,CD27_CD70,simple:P26842,simple:P32970,ENSG00000139193,CD27,ENSG00000125726,CD70,TRUE,TRUE,FALSE,curated,FALSE,0.108,B_cells.Tcell_prolif,1.42,CD27_CD70-B_cells.Tcell_prolif,1.42,0.88,0.61971831,0.5-2,1.409,0.827,0.586941093,0.5-2,0.947109491,0.5-2,0.5-2,B_cells,Tcell_prolif
CPI-SS087321EB5,SELL_SELPLG,simple:P14151,simple:Q14242,ENSG00000188404,SELL,ENSG00000110876,SELPLG,FALSE,FALSE,TRUE,curated,FALSE,0.157,B_cells.Tcell_prolif,1.641,SELL_SELPLG-B_cells.Tcell_prolif,1.641,1.637,0.997562462,0.5-2,,,,,1.002443494,0.5-2,0.5-2,B_cells,Tcell_prolif
CPI-SC0329D5397,ICAM3_aLb2 complex,simple:P32942,complex:aLb2 complex,ENSG00000076662,ICAM3,,#N/A,FALSE,FALSE,FALSE,curated,TRUE,0.21,B_cells.Tcell_prolif,1.307,ICAM3_aLb2 complex-B_cells.Tcell_prolif,1.307,1.181,0.903596021,0.5-2,,,,,1.106689247,0.5-2,0.5-2,B_cells,Tcell_prolif
CPI-SS02A0FF87F,FAM3C_CLEC2D,simple:Q92520,simple:Q9UHP7,ENSG00000196937,FAM3C,ENSG00000069493,CLEC2D,TRUE,FALSE,TRUE,"IMEx,InnateDB-All,IntAct",FALSE,0.216,B_cells.Tcell_prolif,1.61,FAM3C_CLEC2D-B_cells.Tcell_prolif,1.61,1.576,0.978881988,0.5-2,,,,,1.021573604,0.5-2,0.5-2,B_cells,Tcell_prolif
CPI-SS0302E8E8F,CD74_COPA,simple:P04233,simple:P53621,ENSG00000019582,CD74,ENSG00000122218,COPA,TRUE,TRUE,FALSE,"IMEx,IntAct",FALSE,0.222,B_cells.Tcell_prolif,72.411,CD74_COPA-B_cells.Tcell_prolif,72.411,95.537,1.319371366,0.5-2,90.031,72.053,0.800313225,0.5-2,0.606586777,0.5-2,0.5-2,B_cells,Tcell_prolif
CPI-SS0ABC5C1B8,CD74_MIF,simple:P04233,simple:P14174,ENSG00000019582,CD74,ENSG00000240972,MIF,TRUE,TRUE,FALSE,"I2D,InnateDB-All",FALSE,0.225,B_cells.Tcell_prolif,77.966,CD74_MIF-B_cells.Tcell_prolif,77.966,102.394,1.313316061,0.5-2,94.793,77.442,0.816959058,0.5-2,0.622058225,0.5-2,0.5-2,B_cells,Tcell_prolif
CPI-SS0AA47D179,TNFRSF13B_CD70,simple:O14836,simple:P32970,ENSG00000240505,TNFRSF13B,ENSG00000125726,CD70,TRUE,TRUE,FALSE,InnateDB-All,FALSE,0.019,B_cells.Tregs,1.615,TNFRSF13B_CD70-B_cells.Tregs,1.615,1.723,1.066873065,0.5-2,,,,,0.93731863,0.5-2,0.5-2,B_cells,Tregs
CPI-SS0D4BF6CA3,CD27_CD70,simple:P26842,simple:P32970,ENSG00000139193,CD27,ENSG00000125726,CD70,TRUE,TRUE,FALSE,curated,FALSE,0.108,B_cells.Tregs,1.176,CD27_CD70-B_cells.Tregs,1.176,1.039,0.883503401,0.5-2,,,,,1.131857556,0.5-2,0.5-2,B_cells,Tregs
CPI-SS087321EB5,SELL_SELPLG,simple:P14151,simple:Q14242,ENSG00000188404,SELL,ENSG00000110876,SELPLG,FALSE,FALSE,TRUE,curated,FALSE,0.157,B_cells.Tregs,2.042,SELL_SELPLG-B_cells.Tregs,2.042,1.72,0.842311459,0.5-2,2.718,2.109,0.77593819,0.5-2,0.921201038,0.5-2,0.5-2,B_cells,Tregs
CPI-SC0329D5397,ICAM3_aLb2 complex,simple:P32942,complex:aLb2 complex,ENSG00000076662,ICAM3,,#N/A,FALSE,FALSE,FALSE,curated,TRUE,0.21,B_cells.Tregs,1.201,ICAM3_aLb2 complex-B_cells.Tregs,1.201,1.15,0.957535387,0.5-2,,,,,1.044347826,0.5-2,0.5-2,B_cells,Tregs
CPI-SS02A0FF87F,FAM3C_CLEC2D,simple:Q92520,simple:Q9UHP7,ENSG00000196937,FAM3C,ENSG00000069493,CLEC2D,TRUE,FALSE,TRUE,"IMEx,InnateDB-All,IntAct",FALSE,0.216,B_cells.Tregs,2.788,FAM3C_CLEC2D-B_cells.Tregs,2.788,1.789,0.641678623,0.5-2,,,,,1.55841252,0.5-2,0.5-2,B_cells,Tregs
CPI-SS0302E8E8F,CD74_COPA,simple:P04233,simple:P53621,ENSG00000019582,CD74,ENSG00000122218,COPA,TRUE,TRUE,FALSE,"IMEx,IntAct",FALSE,0.222,B_cells.Tregs,72.446,CD74_COPA-B_cells.Tregs,72.446,95.701,1.320997709,0.5-2,90.114,72.095,0.800042169,0.5-2,0.605634789,0.5-2,0.5-2,B_cells,Tregs
CPI-SS0ABC5C1B8,CD74_MIF,simple:P04233,simple:P14174,ENSG00000019582,CD74,ENSG00000240972,MIF,TRUE,TRUE,FALSE,"I2D,InnateDB-All",FALSE,0.225,B_cells.Tregs,75.716,CD74_MIF-B_cells.Tregs,75.716,99.377,1.312496698,0.5-2,92.931,74.973,0.806759854,0.5-2,0.614675721,0.5-2,0.5-2,B_cells,Tregs
CPI-SS076BC3BA6,HLA-DPB1_NRG1,simple:HLADPB1,simple:Q02297,ENSG00000223865,HLA-DPB1,ENSG00000157168,NRG1,TRUE,TRUE,TRUE,InnateDB-All,FALSE,0.012,B_cells.Tumor_1,11.27,HLA-DPB1_NRG1-B_cells.Tumor_1,11.27,13.187,1.170097604,0.5-2,,,,,0.85462956,0.5-2,0.5-2,B_cells,Tumor_1
CPI-SS09808DEAE,CD74_APP,simple:P04233,simple:P05067,ENSG00000019582,CD74,ENSG00000142192,APP,FALSE,TRUE,FALSE,curated,FALSE,0.13,B_cells.Tumor_1,74.497,CD74_APP-B_cells.Tumor_1,74.497,96.824,1.299703344,0.5-2,91.953,73.518,0.799517145,0.5-2,0.615153565,0.5-2,0.5-2,B_cells,Tumor_1
CPI-SS0302E8E8F,CD74_COPA,simple:P04233,simple:P53621,ENSG00000019582,CD74,ENSG00000122218,COPA,TRUE,TRUE,FALSE,"IMEx,IntAct",FALSE,0.222,B_cells.Tumor_1,72.408,CD74_COPA-B_cells.Tumor_1,72.408,95.54,1.319467462,0.5-2,89.798,71.989,0.801677097,0.5-2,0.607576253,0.5-2,0.5-2,B_cells,Tumor_1
CPI-SS0ABC5C1B8,CD74_MIF,simple:P04233,simple:P14174,ENSG00000019582,CD74,ENSG00000240972,MIF,TRUE,TRUE,FALSE,"I2D,InnateDB-All",FALSE,0.225,B_cells.Tumor_1,75.384,CD74_MIF-B_cells.Tumor_1,75.384,99.98,1.326276133,0.5-2,96.761,74.159,0.766414154,0.5-2,0.57786922,0.5-2,0.5-2,B_cells,Tumor_1
CPI-SS0632A027A,CD44_HBEGF,simple:P16070,simple:Q99075,ENSG00000026508,CD44,ENSG00000113070,HBEGF,TRUE,TRUE,TRUE,"I2D,InnateDB-All",FALSE,0.102,B_cells.Tumor_2,4.295,CD44_HBEGF-B_cells.Tumor_2,4.295,2.671,0.621885914,0.5-2,,,,,1.60801198,0.5-2,0.5-2,B_cells,Tumor_2
CPI-SS09808DEAE,CD74_APP,simple:P04233,simple:P05067,ENSG00000019582,CD74,ENSG00000142192,APP,FALSE,TRUE,FALSE,curated,FALSE,0.13,B_cells.Tumor_2,73.888,CD74_APP-B_cells.Tumor_2,73.888,97.456,1.318969251,0.5-2,90.606,73.104,0.806833985,0.5-2,0.611715538,0.5-2,0.5-2,B_cells,Tumor_2
CPI-SS0302E8E8F,CD74_COPA,simple:P04233,simple:P53621,ENSG00000019582,CD74,ENSG00000122218,COPA,TRUE,TRUE,FALSE,"IMEx,IntAct",FALSE,0.222,B_cells.Tumor_2,72.324,CD74_COPA-B_cells.Tumor_2,72.324,95.544,1.321055251,0.5-2,89.809,71.849,0.800020043,0.5-2,0.60559166,0.5-2,0.5-2,B_cells,Tumor_2
CPI-SS0ABC5C1B8,CD74_MIF,simple:P04233,simple:P14174,ENSG00000019582,CD74,ENSG00000240972,MIF,TRUE,TRUE,FALSE,"I2D,InnateDB-All",FALSE,0.225,B_cells.Tumor_2,75.104,CD74_MIF-B_cells.Tumor_2,75.104,99.808,1.32893055,0.5-2,95.441,76.964,0.806403956,0.5-2,0.606806696,0.5-2,0.5-2,B_cells,Tumor_2
CPI-SS0DCA69916,TNFRSF13B_TNFSF13,simple:O14836,simple:O75888,ENSG00000240505,TNFRSF13B,ENSG00000161955,TNFSF13,TRUE,TRUE,FALSE,curated,FALSE,0.006,B_cells.pDCs,1.482,TNFRSF13B_TNFSF13-B_cells.pDCs,1.482,1.928,1.300944669,0.5-2,,,,,0.768672199,0.5-2,0.5-2,B_cells,pDCs
CPI-SS09648FAA9,TNFRSF13C_TNFSF13B,simple:Q96RJ3,simple:Q9Y275,ENSG00000159958,TNFRSF13C,ENSG00000102524,TNFSF13B,TRUE,TRUE,FALSE,guidetopharmacology.org,FALSE,0.009,B_cells.pDCs,0.778,TNFRSF13C_TNFSF13B-B_cells.pDCs,0.778,0.747,0.960154242,0.5-2,,,,,1.04149933,0.5-2,0.5-2,B_cells,pDCs
CPI-SS03C51D352,TNFRSF13B_TNFSF13B,simple:O14836,simple:Q9Y275,ENSG00000240505,TNFRSF13B,ENSG00000102524,TNFSF13B,TRUE,TRUE,FALSE,curated,FALSE,0.009,B_cells.pDCs,1.353,TNFRSF13B_TNFSF13B-B_cells.pDCs,1.353,1.69,1.249076127,0.5-2,,,,,0.800591716,0.5-2,0.5-2,B_cells,pDCs
CPI-SS05D23BCE8,HLA-DPB1_TNFSF13B,simple:HLADPB1,simple:Q9Y275,ENSG00000223865,HLA-DPB1,ENSG00000102524,TNFSF13B,TRUE,TRUE,FALSE,InnateDB-All,FALSE,0.04,B_cells.pDCs,11.363,HLA-DPB1_TNFSF13B-B_cells.pDCs,11.363,13.282,1.168881457,0.5-2,,,,,0.855518747,0.5-2,0.5-2,B_cells,pDCs
CPI-SS028784FC6,HLA-DPA1_TNFSF9,simple:HLADPA1,simple:P41273,ENSG00000231389,HLA-DPA1,ENSG00000125657,TNFSF9,TRUE,TRUE,FALSE,InnateDB-All,FALSE,0.052,B_cells.pDCs,9.499,HLA-DPA1_TNFSF9-B_cells.pDCs,9.499,14.753,1.553110854,0.5-2,,,,,0.643869043,0.5-2,0.5-2,B_cells,pDCs
CPI-SS09A3FA737,NAMPT_P2RY6,simple:P43490,simple:Q15077,ENSG00000105835,NAMPT,ENSG00000171631,P2RY6,TRUE,FALSE,TRUE,"IMEx,IntAct",FALSE,0.056,B_cells.pDCs,3.603,NAMPT_P2RY6-B_cells.pDCs,3.603,3.584,0.994726617,0.5-2,3.598,2.762,0.767648694,0.5-2,0.77171826,0.5-2,0.5-2,B_cells,pDCs
CPI-SS0F00D756A,CD40_TNFSF13B,simple:P25942,simple:Q9Y275,ENSG00000101017,CD40,ENSG00000102524,TNFSF13B,TRUE,TRUE,FALSE,"I2D,InnateDB",FALSE,0.056,B_cells.pDCs,1.615,CD40_TNFSF13B-B_cells.pDCs,1.615,1.899,1.175851393,0.5-2,,,,,0.850447604,0.5-2,0.5-2,B_cells,pDCs
CPI-SS065F7DA2A,COPA_P2RY6,simple:P53621,simple:Q15077,ENSG00000122218,COPA,ENSG00000171631,P2RY6,TRUE,FALSE,TRUE,"IMEx,IntAct",FALSE,0.056,B_cells.pDCs,3.611,COPA_P2RY6-B_cells.pDCs,3.611,3.596,0.995846026,0.5-2,2.702,2.816,1.04219097,0.5-2,1.046538263,0.5-2,0.5-2,B_cells,pDCs
CPI-SS00150FB64,HLA-F_LILRB1,simple:P30511,simple:Q8NHL6,ENSG00000204642,HLA-F,ENSG00000276452,LILRB1,TRUE,FALSE,TRUE,curated,FALSE,0.071,B_cells.pDCs,0.854,HLA-F_LILRB1-B_cells.pDCs,0.854,1.041,1.218969555,0.5-2,,,,,0.820365034,0.5-2,0.5-2,B_cells,pDCs
CPI-SS09808DEAE,CD74_APP,simple:P04233,simple:P05067,ENSG00000019582,CD74,ENSG00000142192,APP,FALSE,TRUE,FALSE,curated,FALSE,0.13,B_cells.pDCs,75.871,CD74_APP-B_cells.pDCs,75.871,98.479,1.297979465,0.5-2,93.27,75.103,0.8052214,0.5-2,0.620365284,0.5-2,0.5-2,B_cells,pDCs
CPI-SS0A76A8E97,HLA-F_LILRB2,simple:P30511,simple:Q8N423,ENSG00000204642,HLA-F,ENSG00000274513,LILRB2,FALSE,FALSE,TRUE,curated,FALSE,0.151,B_cells.pDCs,1.366,HLA-F_LILRB2-B_cells.pDCs,1.366,1.281,0.937774524,0.5-2,,,,,1.066354411,0.5-2,0.5-2,B_cells,pDCs
CPI-SS087321EB5,SELL_SELPLG,simple:P14151,simple:Q14242,ENSG00000188404,SELL,ENSG00000110876,SELPLG,FALSE,FALSE,TRUE,curated,FALSE,0.157,B_cells.pDCs,1.861,SELL_SELPLG-B_cells.pDCs,1.861,2,1.074691026,0.5-2,2.29,1.514,0.661135371,0.5-2,0.615186463,0.5-2,0.5-2,B_cells,pDCs
CPI-SS0302E8E8F,CD74_COPA,simple:P04233,simple:P53621,ENSG00000019582,CD74,ENSG00000122218,COPA,TRUE,TRUE,FALSE,"IMEx,IntAct",FALSE,0.222,B_cells.pDCs,72.772,CD74_COPA-B_cells.pDCs,72.772,95.922,1.318116858,0.5-2,90.357,72.332,0.800513519,0.5-2,0.607316046,0.5-2,0.5-2,B_cells,pDCs
CPI-SS0ABC5C1B8,CD74_MIF,simple:P04233,simple:P14174,ENSG00000019582,CD74,ENSG00000240972,MIF,TRUE,TRUE,FALSE,"I2D,InnateDB-All",FALSE,0.225,B_cells.pDCs,74.449,CD74_MIF-B_cells.pDCs,74.449,97.844,1.314241964,0.5-2,91.681,73.055,0.79683904,0.5-2,0.606310757,0.5-2,0.5-2,B_cells,pDCs
CPI-SS0C4E86714,TNFRSF1B_GRN,simple:P20333,simple:P28799,ENSG00000028137,TNFRSF1B,ENSG00000030582,GRN,TRUE,TRUE,FALSE,"IMEx,InnateDB-All,MINT",FALSE,0.272,B_cells.pDCs,2.756,TNFRSF1B_GRN-B_cells.pDCs,2.756,2.976,1.079825835,0.5-2,,,,,0.926075268,0.5-2,0.5-2,B_cells,pDCs
CPI-SS06CBC985C,LTBR_LTB,simple:P36941,simple:Q06643,ENSG00000111321,LTBR,ENSG00000204487,LTB,FALSE,TRUE,FALSE,curated,FALSE,0.062,CAFs.B_cells,3.666,LTBR_LTB-CAFs.B_cells,3.666,4.478,1.221494817,0.5-2,3.901,2.921,0.748782363,0.5-2,0.613004945,0.5-2,0.5-2,CAFs,B_cells
CPI-SS0A28DCA72,CXCL12_CXCR4,simple:P48061,simple:P61073,ENSG00000107562,CXCL12,ENSG00000121966,CXCR4,TRUE,FALSE,TRUE,curated,FALSE,0.083,CAFs.B_cells,3.852,CXCL12_CXCR4-CAFs.B_cells,3.852,6.2,1.609553479,0.5-2,11.913,8.8,0.738688827,0.5-2,0.45894022,0.5-2,>2 or <0.5,CAFs,B_cells
CPI-SC0BC542ACC,TNC_a4b1 complex,simple:P24821,complex:a4b1 complex,ENSG00000041982,TNC,,#N/A,TRUE,FALSE,FALSE,curated,TRUE,0.086,CAFs.B_cells,2.544,TNC_a4b1 complex-CAFs.B_cells,2.544,1.666,0.654874214,0.5-2,5.635,2.696,0.478438332,>2 or <0.5,0.730580502,>2 or <0.5,0.5-2,CAFs,B_cells
CPI-SC06364D669,FN1_a4b1 complex,simple:P02751,complex:a4b1 complex,ENSG00000115414,FN1,,#N/A,TRUE,FALSE,FALSE,curated,TRUE,0.086,CAFs.B_cells,4.978,FN1_a4b1 complex-CAFs.B_cells,4.978,10.545,2.118320611,>2 or <0.5,4.932,6.229,1.26297648,0.5-2,0.596215924,>2 or <0.5,0.5-2,CAFs,B_cells
CPI-SS0339AE950,SIRPA_CD47,simple:P78324,simple:Q08722,ENSG00000198053,SIRPA,ENSG00000196776,CD47,FALSE,TRUE,TRUE,curated,FALSE,0.13,CAFs.B_cells,1.134,SIRPA_CD47-CAFs.B_cells,1.134,1.223,1.078483245,0.5-2,,,,,0.927228128,0.5-2,0.5-2,CAFs,B_cells
CPI-SS02ACCF1F7,MIF_TNFRSF14,simple:P14174,simple:Q92956,ENSG00000240972,MIF,ENSG00000273936,TNFRSF14,TRUE,FALSE,TRUE,"I2D,IntAct",FALSE,0.176,CAFs.B_cells,6.885,MIF_TNFRSF14-CAFs.B_cells,6.885,8.798,1.277850399,0.5-2,,,,,0.782564219,0.5-2,0.5-2,CAFs,B_cells
CPI-SS02A0FF87F,FAM3C_CLEC2D,simple:Q92520,simple:Q9UHP7,ENSG00000196937,FAM3C,ENSG00000069493,CLEC2D,TRUE,FALSE,TRUE,"IMEx,InnateDB-All,IntAct",FALSE,0.216,CAFs.B_cells,1.606,FAM3C_CLEC2D-CAFs.B_cells,1.606,1.183,0.736612702,0.5-2,,,,,1.357565512,0.5-2,0.5-2,CAFs,B_cells
CPI-SS055E061C9,LAMP1_FAM3C,simple:P11279,simple:Q92520,ENSG00000185896,LAMP1,ENSG00000196937,FAM3C,TRUE,TRUE,FALSE,InnateDB-All,FALSE,0.302,CAFs.B_cells,0.881,LAMP1_FAM3C-CAFs.B_cells,0.881,0.914,1.037457435,0.5-2,,,,,0.963894967,0.5-2,0.5-2,CAFs,B_cells
CPI-SS0E4DE8215,WNT2_FZD1,simple:P09544,simple:Q9UP38,ENSG00000105989,WNT2,ENSG00000157240,FZD1,TRUE,FALSE,TRUE,I2D,FALSE,0.003,CAFs.CAFs,0.476,WNT2_FZD1-CAFs.CAFs,0.476,0.429,0.901260504,0.5-2,,,,,1.10955711,0.5-2,0.5-2,CAFs,CAFs
CPI-SS0E7CBFD03,WNT5A_ROR2,simple:P41221,simple:Q01974,ENSG00000114251,WNT5A,ENSG00000169071,ROR2,TRUE,FALSE,TRUE,I2D,FALSE,0.006,CAFs.CAFs,1.161,WNT5A_ROR2-CAFs.CAFs,1.161,0.851,0.732988803,0.5-2,0.482,1.697,3.520746888,>2 or <0.5,4.80327513,>2 or <0.5,>2 or <0.5,CAFs,CAFs
CPI-SS0B2D5BA95,WNT5A_FZD1,simple:P41221,simple:Q9UP38,ENSG00000114251,WNT5A,ENSG00000157240,FZD1,TRUE,FALSE,TRUE,curated,FALSE,0.006,CAFs.CAFs,1.188,WNT5A_FZD1-CAFs.CAFs,1.188,0.848,0.713804714,0.5-2,0.505,1.585,3.138613861,>2 or <0.5,4.397020361,>2 or <0.5,>2 or <0.5,CAFs,CAFs
